Алгоритм,Кластеров,Silhouette,Davies-Bouldin,Calinski-Harabasz,ARI,NMI
K-Means,2,0.2542579223442986,1.48901390383587,487.15456599388165,0.13669455616549384,0.19590312829062595
Agglomerative,2,0.21433312591451206,1.7369482911975478,316.2032028332415,0.041867370344552984,0.09194045731819306
DBSCAN,1,,,,,
